tú,-1
yo,-1
mí,-1
ti,-1
vos,-1
él,-1
ella,-1
ello,-1
usted,-1
nosotros,-1
nosotras,-1
vosotros,-1
vosotras,-1
ellos,-1
ellas,-1
ustedes,-1
sí,-1
conmigo,-1
contigo,-1
me,-1
nos,-1
te,-1
os,-1
lo,-1
la,-1
le,-1
se,-1
los,-1
las,-1
les,-1
este,-1
esta,-1
esto,-1
estos,-1
estas,-1
ese,-1
esa,-1
eso,-1
esos,-1
esas,-1
aquel,-1
aquella,-1
aquello,-1
aquellos,-1
aquellas,-1
